text,label
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
Hoax report claims the moon is shrinking due to mining activities.,fake
Research confirms longevity benefits of regular exercise.,real
Unverified claim about ancient alien civilization resurfaces online.,fake
"Breaking: Earthquake destroys major city, death toll unknown.",real
"Aliens landed on the White House lawn, demand peace treaty.",fake
Major tech breakthrough in renewable energy announced.,real
Elon Musk claims Mars colony will be self-sufficient by 2030.,fake
NASA confirms new habitable exoplanet discovery.,real
Celebrity endorses fake cure for terminal illness.,fake
World leaders agree to unprecedented climate action pact.,real
